rpt_rec_num,Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Total Salaries (adjusted),Contract Labor: Direct Patient Care,Inpatient Revenue,Outpatient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio
737885,180149,TJ HEALTH COLUMBIA,901 WESTLAKE DRIVE,COLUMBIA,KY,-42728,ADAIR,99918,R,STH,1,2,2021-10-01,2022-09-30,45.47,49,17885,127249,689517,402652,1407142,7284056,7479662,439398,18193413,3818475,41052238,44870713,887219,7284056,477208,4011494,41547037,30193907,15364624,14763718,600906,3850718,4451624,,4451624,0.405463
737899,251324,WALTHALL COUNTY GENERAL HOSPITAL,100 HOSPITAL DRIVE,TYLERTOWN,MS,39667-2099,WALTHALL,99925,R,CAH,1,9,2021-10-01,2022-09-30,66.6,25,9125,711852,930466,1134155,1149607,4654108,6923094,166454,11856841,3595322,22152391,25747713,,,,3905788,22051725,15099047,10858466,11577202,-718736,550111,-168625,,-168625,0.460501
737901,251334,CHOCTAW REGIONAL MEDICAL CENTER,CHOCTAW REGIONAL MEDICAL CENTER,ACKERMAN,MS,39735,CHOCTAW,99925,R,CAH,1,9,2021-10-01,2022-09-30,141.53,15,5475,5169,1085277,735248,741005,12001149,11059570,474793,22101926,12263569,20346269,32609838,,,,12322623,22158069,13987435,20493257,23060719,-2567462,4289305,1721843,,1721843,0.677769
737902,263033,LANDMARK REHABILITATION HOSPITAL OF,604 OLD HIGHWAY 63 NORTH,COLUMBIA,MO,65201,BOONE,17860,U,RH,5,5,2022-01-01,2022-08-15,8.11,16,3632,,,,,367952,1251395,30315,1560348,2957947,,2957947,,367952,,2992069,,1771846,1220223,1619347,-399124,696,-398428,,-398428,
737911,341327,J ARTHUR DOSHER MEMORIAL HOSPITAL,924 HOWE STREET,SOUTHPORT,NC,-28461,BRUNSWICK,34820,R,CAH,1,11,2021-10-01,2022-09-30,315.8,25,9125,167755,8558349,2969874,2969874,20937079,34442186,2994309,46935971,8600311,135143921,143744232,,,,10319039,149508734,102269505,57558268,55379265,2179003,6057955,8236958,,8236958,0.326524
737914,360090,ST. LUKES HOSPITAL,5901 MONCLOVA ROAD,MAUMEE,OH,-43537,LUCAS,45780,U,STH,1,2,2021-10-01,2022-09-30,765.03,89,38917,477474,9614990,3408098,8629211,58847005,125472077,3599812,159892301,236436995,289053972,525490967,16766491,58847005,1283261,239802750,293048954,388555282,144296422,184319082,-40022660,918868,-39103792,,-39103792,0.304272
737926,422008,PH N GREENVILLE LT ACUTE CARE HOSP,807 NORTH MAIN STREET,TRAVELERS REST,SC,-29690,GREENVILLE,24860,U,LTCH,2,2,2021-10-01,2022-09-30,99.28,44,16060,,,,,8995560,17588221,1120388,30712184,57367824,27939433,85307257,,,,57363424,27943832,53365494,31941762,26624814,5316948,66964,5383912,5780801,-396889,
737935,470012,SOUTHWESTERN VERMONT MEDICAL CENTER,100 HOSPITAL DRIVE EAST,BENNINGTON,VT,-5201,BENNINGTON,99947,R,STH,1,2,2021-10-01,2022-09-30,823.56,57,20805,1212973,3765245,2642706,7752880,59873708,135869220,5968891,145291538,78218639,303508191,381726830,19254374,59873708,1053592,85440160,348214663,279041278,154613545,195742928,-41129383,39424568,-1704815,,-1704815,0.380617
737942,520008,WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVENUE,WAUKESHA,WI,53188-5099,WAUKESHA,33340,U,STH,1,2,2021-10-01,2022-09-30,1589.85,270,96894,1581533,14265147,5285670,32123204,125151803,402855957,39636131,484456377,716753155,1202894277,1919647432,40053936,121646104,32672520,716753773,1205158117,1376321438,545590452,528007760,17582692,24202419,41785111,,41785111,0.252367
737943,520062,OCONOMOWOC MEMORIAL HOSPITAL,791 SUMMIT AVENUE,OCONOMOWOC,WI,-53066,WAUKESHA,33340,U,STH,1,2,2021-10-01,2022-09-30,327.13,63,22995,228951,2886380,972875,7393701,27130914,95420516,8706525,115305191,124619384,334304585,458923969,7941305,26254489,6909649,124619385,334304584,333850288,125073681,122551430,2522251,3743656,6265907,,6265907,0.251251
737956,60054,COMMUNITY HOSPITAL,2351 G ROAD,GRAND JUNCTION,CO,81505,MESA,24300,U,STH,1,2,2022-01-01,2022-12-31,1018.85,44,16060,810971,4099817,1713153,4520946,91839333,136607810,8393317,138861478,195973907,461164589,657138496,12301671,93588181,7818550,198552143,536866946,518916418,216502671,228447143,-11944472,12433969,489497,,489497,0.211312
737962,100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPIT,10000 W. COLONIAL DRIVE,OCOEE,FL,34761,ORANGE,36740,U,STH,1,2,2021-10-01,2022-09-30,1280.37,284,103506,25502491,18948603,27850978,41168960,118822949,175624946,25545382,255055641,1311553104,819752373,2131305477,31166907,118822949,,1311553107,819752371,1824852119,306453359,294447892,12005467,-6356501,5648966,,5648966,0.119671
737964,100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,1900 DON WICKHAM DRIVE,CLERMONT,FL,34711,LAKE,36740,U,STH,1,2,2021-10-01,2022-09-30,1148.4,167,59772,17453633,20669406,19619327,27914443,107856231,200134411,20352143,237193235,1215462546,1149262335,2364724881,25834760,107856231,,1215462546,1149801104,2033495097,331768553,307990639,23777914,-12531869,11246045,1,11246044,0.100305
737965,100087,SARASOTA MEMORIAL HOSPITAL,1700 S. TAMIAMI TRAIL,SARASOTA,FL,34239-3509,SARASOTA,35840,U,STH,1,9,2021-10-01,2022-09-30,4327.18,787,283326,16508269,156420120,43420021,157918740,347949133,660349694,44254362,950814792,3349837184,2263700169,5613537353,89585606,348059133,41290153,3394788863,2380395237,4677739604,1097444496,1008298827,89145669,90092099,179237768,,179237768,0.169379
737972,100302,ST. CLOUD REGIONAL MEDICAL CENTER,2906 17TH STREET,ST. CLOUD,FL,34769,OSCEOLA,36740,U,STH,1,2,2021-10-01,2022-09-30,399.91,84,30660,6772074,11689170,7978016,13595860,34240649,61732357,2496308,73260397,408452785,320735639,729188424,8290889,34240649,,408437662,320750764,632048567,97139859,95973006,1166853,1260672,2427525,2,2427523,0.100468
737973,100315,VIERA HOSPITAL INC,8745 WICKHAM ROAD,VIERA,FL,32940,BREVARD,37340,U,STH,1,2,2021-10-01,2022-09-30,465.48,84,30660,4430152,6147590,5582623,9244064,36278745,99046067,1410380,147639123,325188155,490799870,815988025,17344602,36278745,8825534,325188156,490799870,653122442,162865584,135324812,27540772,5505040,33045812,74334,32971478,0.180933
737977,100330,MEDICAL CENTER OF DELTONA,3300 HALIFAX CROSSINGS BOULEVARD,DELTONA,FL,32725-2911,VOLUSIA,19660,U,STH,1,11,2021-10-01,2022-09-30,210.8,43,15695,2972380,7480374,4790641,10243986,15767344,43293859,11331488,45811447,62751220,126015088,188766308,2112007,15979487,1351103,62751220,138865108,156241370,45374958,59061203,-13686245,5314919,-8371326,,-8371326,0.242689
737978,100359,SARASOTA MEMORIAL HOSPITAL VENICE,2600 LAUREL RD E,NORTH VENICE,FL,34275,SARASOTA,35840,U,STH,1,9,2021-11-22,2022-09-30,659.76,110,34430,553414,7819654,2266643,6732251,57471916,106766745,21694774,168154285,423253601,346016606,769270207,11102866,57480128,7774288,427150886,351359955,643875201,134635640,174327248,-39691608,,-39691608,2228983,-41920591,0.218589
737981,131315,SYRINGA GENERAL HOSPITAL,607 W. MAIN STREET,GRANGEVILLE,ID,-83530,IDAHO,99913,R,CAH,1,11,2021-10-01,2022-09-30,131.1,15,5475,39760,602674,439052,1584221,10876513,10779928,640211,20314099,4117053,22855051,26972104,,,,4117194,24617856,8891983,19843067,21656441,-1813374,1530157,-283217,,-283217,0.753152
737982,131318,WALTER KNOX MEMORIAL HOSPITAL,1202 EAST LOCUST,EMMETT,ID,83617,GEM,14260,R,CAH,1,9,2021-10-01,2022-09-30,123.9,13,4745,80341,911938,722509,2838785,13005025,11819211,755858,22694331,3920552,27225136,31145688,,,,4142486,31658427,14219554,21581359,24824236,-3242877,3740535,497658,,497658,0.728651
737984,131322,FRANKLIN COUNTY MEDICAL CENTER,44 NORTH FIRST EAST,PRESTON,ID,-83263,FRANKLIN,30860,R,CAH,1,9,2021-10-01,2022-09-30,195.58,20,7300,,1284284,921070,2031190,18289315,15463823,1495795,30165322,11683840,30070036,41753876,,,,12245662,31967234,11221204,32991692,33753138,-761446,341864,-419582,16163,-435745,0.722456
737986,141337,OSF SAINT CLARE MEDICAL CENTER,530 PARK AVENUE EAST,PRINCETON,IL,61356,BUREAU,99914,R,CAH,1,1,2021-10-01,2022-09-30,139.75,25,9125,584924,559679,787908,2767480,14072083,27135121,2530574,38836399,8106717,90448119,98554836,,,,8066717,92248818,58317805,41997730,41207204,790526,928175,1718701,227623,1491078,0.394059
738001,250058,SOUTH CENTRAL REGIONAL MEDICAL CENTR,1220 JEFFERSON STREET,LAUREL,MS,-39441,JONES,99925,R,STH,1,9,2021-10-01,2022-09-30,1295.25,268,97820,3321912,13815816,7883533,7899902,65770060,82980890,7372515,124367120,116711582,260287170,376998752,13740427,65770060,,141711064,263057164,257908205,146860023,148750950,-1890927,12590592,10699665,,10699665,0.329887
738014,420015,PH BAPTIST EASLEY HOSPITAL,200 FLEETWOOD DRIVE,EASLEY,SC,-29641,PICKENS,24860,U,STH,1,2,2021-10-01,2022-09-30,369.81,64,23360,7108788,14326901,10195288,10195288,30352798,65135323,3826189,105828627,188452403,309213259,497665662,7421405,30352798,10125395,188452404,309213258,379360289,118305373,95172626,23132747,573999,23706746,19148178,4558568,0.21265
738020,422006,CONTINUECARE HOSP AT PALMETTO HEALTH,1330 TAYLOR AT MARION STREET 7TH FLO,COLUMBIA,SC,29220,RICHLAND,17900,U,LTCH,2,2,2021-10-01,2022-09-30,53.41,35,12775,,,,,6706342,7180105,37472,12968248,34635702,,34635702,,,,34635702,,20527986,14107716,13886447,221269,224705,445974,-1,445975,
738028,441301,TROUSDALE MEDICAL CENTER,500 CHURCH STREET,HARTSVILLE,TN,37074,TROUSDALE,34980,R,CAH,1,4,2021-10-01,2022-09-30,57.11,25,9125,382168,1814659,883529,883854,4022354,5406783,277153,9066416,7223046,26974951,34197997,,,,7223046,26999314,22532811,11689549,10594808,1094741,3290402,4385143,,4385143,0.265115
738029,450152,ADVENTHEALTH CENTRAL TEXAS,2201 SOUTH CLEAR CREEK ROAD,KILLEEN,TX,76549,BELL,28660,U,STH,1,1,2021-10-01,2022-09-30,746.82,208,75920,11778006,12511791,14267885,18801657,68868664,106404894,5611500,124275824,269102653,395958290,665060943,9994605,68240795,5849302,267494920,397566023,525765172,139295771,148314605,-9018834,8607933,-410901,,-410901,0.186864
738035,451343,ELECTRA MEMORIAL HOSPITAL,1207 SOUTH BAILEY STREET,ELECTRA,TX,-76360,WICHITA,48660,U,CAH,1,11,2021-10-01,2022-09-30,154.47,19,6935,508108,1431190,1221565,1221565,13458264,14696586,1661688,28679022,11288408,43837915,55126323,,,,11637583,44748744,30311668,26074659,28154850,-2080191,6406541,4326350,-692,4327042,0.520242
738036,451347,COLEMAN COUNTY MEDICAL CENTER,310 S. PECOS,COLEMAN,TX,76834,COLEMAN,99945,R,CAH,1,4,2021-10-01,2022-09-30,93.13,25,9125,1306205,694780,1668600,1668600,5588629,6948706,491244,12122755,4255149,15637175,19892324,,,,4255149,17077356,10589797,10742708,12537335,-1794627,4775479,2980852,110271,2870581,0.609419
738037,451350,PLAINS MEMORIAL HOSPITAL,310 WEST HALSELL,DIMMITT,TX,79027-0278,CASTRO,99945,R,CAH,1,11,2021-10-01,2022-09-30,84.63,17,6205,1516058,287181,1781003,1781003,4705902,8395537,675059,12260437,2140610,10001964,12142574,,,,2144260,10818984,3673829,9289415,13101439,-3812024,6207406,2395382,,2395382,1.009707
738038,451353,CRANE COUNTY HOSPITAL DISTRICT,1310 SOUTH ALFORD,CRANE,TX,-79731,CRANE,99945,R,CAH,1,8,2021-10-01,2022-09-30,45.44,15,5475,665233,761871,1363470,1441865,4032766,5988338,538301,9535089,1691208,8692475,10383683,,,,1750818,9201141,3670928,7281031,10021104,-2740073,5145112,2405039,115,2404924,0.918276
738039,451359,OCHILTREE GENERAL HOSPITAL,3101 GARRETT DRIVE,PERRYTON,TX,-79070,OCHILTREE,99945,R,CAH,1,11,2021-10-01,2022-09-30,173.07,25,9125,1141653,1121881,1873194,2463842,11343766,16472510,1895722,24475055,9503163,27480381,36983544,,,,9660492,29284437,18748245,20196684,27816276,-7619592,14104755,6485163,110942,6374221,0.661782
738040,451362,CLAY COUNTY MEMORIAL HOSPITAL,310 WEST SOUTH STREET,HENRIETTA,TX,-76365,CLAY,48660,R,CAH,1,9,2021-10-01,2022-09-30,95,23,8395,1156073,938545,1611634,1823765,5210075,4361764,207041,9982762,2288712,18277736,20566448,,,,2317327,18277736,10313061,10282002,9571839,710163,1675082,2385245,370631,2014614,0.485391
738041,452106,POST ACUTE MEDICAL OF NEW BRAUNFELS,1445 HANZ DRIVE,NEW BRANFELS,TX,78130,COMAL,41700,U,LTCH,2,5,2021-10-01,2022-09-30,84.11,24,8760,,,,,8121507,10952470,201034,17799085,72226362,,72226362,,,,72226362,,51115913,21110449,19073977,2036472,192007,2228479,,2228479,
738045,493036,SHELTERING ARMS INSTITUTE,2000 WILKES RIDGE PLACE,RICHMOND,VA,23233,HENRICO,40060,U,RH,5,2,2021-10-01,2022-09-30,584.03,114,41610,,,,,28406242,39172917,10168492,77901179,142523064,6613495,149136559,,,,142536086,6804423,84322290,65018219,67579159,-2560940,6240805,3679865,,3679865,
738051,650001,GUAM MEMORIAL HOSPITAL,850 GOVERNOR CARLOS G CAMACHO RD,OKA  TAMUNING,GU,96911,,99965,R,STH,1,13,2021-10-01,2022-09-30,1179.15,161,58765,,,,,82974534,109723176,4422152,158439336,173470824,34056777,207527601,,,,173470825,73070330,115362330,131178825,192697710,-61518885,60036127,-1482758,376043,-1858801,0.763462
738052,673038,MEMORIAL HERMANN REHAB HOSP KATY,21720 KINGSLAND BLVD 102,KATY,TX,77450,HARRIS,26420,U,RH,5,5,2021-10-01,2022-09-30,152.04,35,12775,,,,,13246728,14886015,1696221,28502980,41812250,61393105,103205355,,,,42366337,62600279,74970754,29995862,28132726,1863136,1626806,3489942,,3489942,
738060,100022,JACKSON MEMORIAL,1611 NW 12TH AVENUE,MIAMI,FL,33136,MIAMI-DADE,33124,R,STH,1,9,2021-10-01,2022-09-30,11974.03,1893,690945,174886832,338273799,289142232,697632191,1277065146,1428916567,4587966,2220059281,4645815195,1929277668,6575092863,234240190,1277065146,49840999,4645815193,1929277669,5103665727,1471427135,2727246233,-1255819098,1414151827,158332729,,158332729,0.337647
738070,271329,MADISON VALLEY MEDICAL CENTER,305 NORTH MAIN,ENNIS,MT,59729,MADISON,99927,R,CAH,1,2,2021-10-01,2022-09-30,78.89,10,3650,,349072,427453,427453,6592628,6603124,775776,11537648,1537789,7884225,9422014,,,,1537789,9023353,77340,10483802,13195752,-2711950,3666814,954864,1406079,-451215,1.224542
738085,341303,FIRSTHEALTH MONTGOMERY MEMORIAL CAH,520 ALLEN STREET,TROY,NC,27371,MONTGOMERY,99934,R,CAH,1,2,2021-10-01,2022-09-30,113.83,3,1095,934597,3237677,1710985,1710985,9335377,7459618,706677,17161308,13133445,62036551,75169996,,,,13969316,62172505,57941368,18200453,16794995,1405458,113250,1518708,,1518708,0.2283
738086,341304,BERTIE MEMORIAL HOSPITAL,1403 SOUTH KING STREET,WINDSOR,NC,27983,BERTIE,99934,R,CAH,1,9,2021-10-01,2022-09-30,107.92,6,2190,978247,3695577,2834610,3189862,8440359,11737944,696645,21790805,4798292,37956117,42754409,,,,5009279,37745130,23244847,19509562,20178303,-668741,831083,162342,,162342,0.509674
738087,341318,CHOWAN HOSPITAL INC.,211 VIRGINIA AVENUE,EDENTON,NC,27932,CHOWAN,99934,R,CAH,1,2,2021-10-01,2022-09-30,259.75,25,9125,2572053,7193370,5301296,5301908,17631463,37517857,1778035,51889187,36832889,99402321,136235210,,,,38254792,99401375,76122202,61533965,55149320,6384645,940703,7325348,,7325348,0.380879
738088,341320,ALLEGHANY MEMORIAL HOSPITAL,233 DOCTORS STREET,SPARTA,NC,28675,ALLEGHANY,99934,R,CAH,1,2,2021-10-01,2022-09-30,76.33,25,9125,3053,1210610,585913,1164211,5702592,8814506,985284,12878184,3292326,23205528,26497854,,,,3313709,25433334,17721923,11025120,14517098,-3491978,531812,-2960166,,-2960166,0.486009
738090,341324,THE OUTER BANKS HOSPITAL,4800 S. CROATAN HWY,NAGS HEAD,NC,27959,DARE,99934,R,CAH,1,2,2021-10-01,2022-09-30,318.66,21,7665,1637937,11381368,5889414,5892024,21190713,47941158,2133736,63894612,18296589,152407851,170704440,,,,20993053,154500615,81795685,93697983,69131871,24566112,4784168,29350280,,29350280,0.3743
738096,511306,ROANE GENERAL HOSPITAL,200 HOSPITAL DRIVE,SPENCER,WV,25276-1060,ROANE,99951,R,CAH,1,2,2021-10-01,2022-09-30,213.19,25,9125,216255,2962219,1575158,1575158,21792620,33491203,3652058,49357705,12113351,92889332,105002683,,,,12545113,100171467,63845805,48870775,55283823,-6413048,3995983,-2417065,,-2417065,0.470061
738103,11302,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,AL,-35582,,99901,R,CAH,1,13,2021-10-01,2022-09-30,79.81,25,9125,22621,1740072,687625,691745,4354553,5083078,151657,9230641,7149918,16875562,24025480,,,,7149917,16875562,16459336,7566143,9437631,-1871488,1712975,-158513,,-158513,0.384202
738104,40019,FORREST CITY MEDICAL CENTER,1601 NEW CASTLE ROAD,FORREST CITY,AR,-72335,ST. FRANCIS,99904,R,STH,1,6,2021-10-01,2022-09-30,141.97,48,17520,472424,5718357,1570477,1570477,9663891,25810334,2215817,29603450,55760224,102277874,158038098,1644146,9663891,1874496,55746797,102291910,127788006,30250701,35474225,-5223524,2356908,-2866616,,-2866616,0.187318
738123,220012,CAPE COD HOSPITAL,27 PARK STREET,HYANNIS,MA,2601,BARNSTABLE,12700,U,STH,1,2,2021-10-01,2022-09-30,1945.32,239,87235,5096018,12304503,9559402,29561985,214363272,413816026,27824250,533474161,543483308,896172774,1439656082,57422850,214076331,33895182,609125567,928640934,917424070,620342431,628179298,-7836867,-23534575,-31371442,1283899,-32655341,0.370557
738125,220049,MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,1752,MIDDLESEX,15764,U,STH,1,2,2021-10-01,2022-09-30,404.89,67,24455,1609128,3717703,2645201,2645201,39833183,68929556,4896231,92684839,98873845,247841492,346715337,10230526,39833183,10999924,99348848,247366489,252520777,94194560,114709125,-20514565,16322103,-4192462,,-4192462,0.267323
738128,222048,WHITTIER HOSPITAL-WESTBOROUGH,150 FLANDERS ROAD,WESTBOROUGH,MA,1581,WORCESTER,49340,U,LTCH,2,4,2021-10-01,2022-09-30,148.59,63,22995,,,,,15145984,10214303,1300835,24365562,36264354,4188837,40453191,,,,36205069,4188837,14846151,25547755,25560761,-13006,2123285,2110279,204406,1905873,
738132,241372,MADISON HEALTHCARE SERVICES,900 SECOND AVENUE,MADISON,MN,-56256,LAC QUI PARLE,99924,R,CAH,1,2,2021-10-01,2022-09-30,42.65,12,4380,12763,219886,183192,1114216,8669729,12001588,1241448,18881960,8271899,15920384,24192283,,,,8785380,16487796,6917910,18355266,20891203,-2535937,2010955,-524982,,-524982,0.780495
738138,300023,EXETER HOSPITAL  INC.,5 ALUMNI DRIVE,EXETER,NH,3833,ROCKINGHAM,40484,R,STH,1,2,2021-10-01,2022-09-30,1238,99,36135,2506151,10041001,5503824,11525270,106485941,184469454,11168418,257441094,193086163,671823424,864909587,26014706,106485941,9574417,193086163,675967982,587018260,282035885,290955395,-8919510,-1267560,-10187070,,-10187070,0.297651
738164,521320,TOMAH MEMORIAL HOSPITAL,321 BUTTS AVENUE,TOMAH,WI,-54660,MONROE,99952,R,CAH,1,2,2021-10-01,2022-09-30,300.61,25,9125,455006,2027495,1291225,3383466,25841715,47057848,5791949,60347564,19886321,108102960,127989281,,,,25933160,126714173,75932054,76715279,75171558,1543721,-536666,1007055,,1007055,0.471505
738166,21305,WRANGELL MEDICAL CENTER,310 BENNETT STREET,WRANGELL,AK,-99929,,99902,R,CAH,1,7,2021-10-01,2022-09-30,99,8,2920,825594,288505,1559288,12333170,4186513,8551445,1883225,24057543,9928195,15922528,25850723,,,,10004879,10973449,6348393,14629935,14532579,97356,52640,149996,294294,-144298,2.54309
738170,40050,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA,CAMDEN,AR,71701,OUACHITA,99904,R,STH,1,2,2021-10-01,2022-09-30,328,82,29930,864612,3079616,1775758,1775758,17289347,21051701,986290,31888986,21965060,86144277,108109337,1321794,17289347,374844,22821877,90463542,83131697,30153722,38341048,-8187326,8858046,670720,,670720,0.29497
738172,41310,STONE COUNTY MEDICAL CENTER,HWY 14 EAST,MOUNTAIN VIEW,AR,72560-2300,STONE,99904,R,CAH,1,2,2021-10-01,2022-09-30,154.86,25,9125,383774,1131763,721818,930416,7003296,11280083,654256,16622171,11331253,46115097,57446350,,,,11378942,50386273,43179527,18585688,18283379,302309,109403,411712,,411712,0.289351
738174,50146,CITY OF HOPE NATIONAL MEDICAL CTR,1500 E. DUARTE ROAD,DUARTE,CA,91010,LOS ANGELES,31084,U,STH,3,2,2021-10-01,2022-09-30,4531.16,217,83319,,,,,539453174,1486785388,99807041,1460581317,2306883738,3868778410,6175662148,,,,2387458584,3867058427,4424906347,1829610664,2026238562,-196627898,49186261,-147441637,,-147441637,
738180,70006,THE STAMFORD HOSPITAL,ONE HOSPITAL PLAZA,STAMFORD  CT 06904,CT,-6904,FAIRFIELD,14860,R,STH,1,2,2021-10-01,2022-09-30,3006,288,105120,6087876,73003229,19581397,67730024,366777766,459718551,39590956,551308837,911940367,2080407988,2992348355,34201579,366777766,3420903,921864702,2388296440,2523974599,786186543,826496317,-40309774,45579119,5269345,,5269345,0.18424
738183,90008,NOT-FOR-PROFIT HOSPITAL CORPORATION,1310 SOUTHERN AVE  SE,WASHINGTON,DC,20032-4623,DC,47894,U,STH,1,12,2021-10-01,2022-09-30,630.53,123,44895,408542,400790,575683,7234404,49161067,93832236,14212222,114940299,131238712,138371586,269610298,7269899,49160959,3575551,123537412,144496818,168375354,99658876,142993303,-43334427,32336144,-10998283,,-10998283,0.42632
738185,132001,NORTHERN IDAHO ADVANCED CARE HOSPITA,600 NORTH CECIL,POST FALLS,ID,83854,KOOTENAI,17660,U,LTCH,2,4,2021-10-01,2022-09-30,104.2,40,14600,,,,,7391284,9024421,453809,16563673,31226528,,31226528,,,,31226528,,15183807,16042721,16415705,-372984,521359,148375,,148375,
738186,141310,MENDOTA COMMUNITY HOSPITAL,1401 EAST 12TH ST,MENDOTA,IL,61342-9216,LA SALLE,99914,R,CAH,1,1,2021-10-01,2022-09-30,124.9,25,9125,840558,856881,1125570,3078560,12034308,18971382,1397850,27950940,9839012,78203580,88042592,,,,9843103,79096275,53860155,35079223,31005690,4073533,2950082,7023615,590488,6433127,0.317471
738193,190053,JENNINGS AMERICAN LEGION HOSPITAL,1634 ELTON ROAD,JENNINGS,LA,70546,JEFFRSON DAVIS PARISH,99919,R,STH,1,2,2021-12-01,2022-03-31,200.62,49,5929,46753,493273,213589,213589,8224217,10868632,645581,15527690,15829006,30167653,45996659,1069690,8224217,,15878897,30728711,30048329,16559279,19092849,-2533570,6761384,4227814,-495415,4723229,0.337583
738195,190118,DESOTO REGIONAL HEALTH SYSTEM,207 JEFFERSON STREET,MANSFIELD,LA,71052,DE SOTO,43340,U,STH,1,2,2021-10-01,2022-09-30,157.04,34,12410,201633,1164217,614385,614385,12455388,16205744,1257947,25173609,2921520,68016791,70938311,1333160,12455388,676134,4010101,68742093,46579623,26172571,28661132,-2488561,4168863,1680302,,1680302,0.354866
